City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
464,Loding,NO,67.3,14.75,42.01,70,0,2.3,clear sky
465,Rantauprapat,ID,2.1,99.8333,70.66,96,96,2.1,overcast clouds
466,Condado,CU,21.8767,-79.8403,95,62,20,11.5,few clouds
467,Ombessa,CM,4.603,11.2565,76.87,79,100,4.88,overcast clouds
468,Verkhoyansk,RU,67.5447,133.385,8.8,82,100,7.23,overcast clouds
469,Kitui,KE,-1.367,38.0106,66.18,82,46,5.3,scattered clouds
470,Pangoa,PE,-12.1167,-73,82.29,64,99,2.48,overcast clouds
471,Bundaberg,AU,-24.85,152.35,64,77,2,6.91,clear sky
472,Bilibino,RU,68.0546,166.4372,1.33,98,69,3.24,broken clouds
473,Lorengau,PG,-2.0226,147.2712,80.06,79,63,12.24,broken clouds
474,Kursk,RU,51.7303,36.1939,41,87,0,4.47,light rain
475,Kavieng,PG,-2.5744,150.7967,81.21,80,98,10,moderate rain
476,Hovd,MN,48.0056,91.6419,46.87,32,99,7.61,overcast clouds
477,Provideniya,RU,64.3833,-173.3,27.9,97,100,5.86,overcast clouds
478,Bismil,TR,37.8486,40.6658,60.8,62,0,4.61,clear sky
479,Huitan,GT,15.1,-91.6167,82.4,43,40,16.11,scattered clouds
480,Gorontalo,ID,0.5412,123.0595,75.88,87,98,1.7,overcast clouds
481,Linguere,SN,15.3953,-15.1193,105.8,12,0,9.22,clear sky
482,Yulara,AU,-25.2406,130.9889,55.4,54,0,6.91,clear sky
483,Ler,SS,8.3018,30.1418,91.22,30,96,3.53,overcast clouds
484,Shakhtinsk,KZ,49.71,72.5872,35.6,93,0,4.47,clear sky
485,Mayo,US,38.8876,-76.5119,57,62,90,9.22,overcast clouds
486,Solnechnyy,RU,50.7214,136.6319,30.51,94,26,3.49,scattered clouds
487,Shingu,JP,33.7333,135.9833,50.94,69,100,11.32,overcast clouds
488,Tessalit,ML,20.1986,1.0114,91.63,10,91,14.18,overcast clouds
489,Sherman,US,33.6357,-96.6089,57,63,82,5.01,broken clouds
490,Rio Gallegos,AR,-51.6226,-69.2181,62.6,34,0,12.66,clear sky
491,Kamenka,RU,51.3223,42.7678,43,93,0,1.1,clear sky
492,Aykhal,RU,66,111.5,5.23,94,100,22.1,overcast clouds
493,Saint-Pierre,RE,-21.3393,55.4781,73.4,94,90,6.91,"moderate rain', 'mist"
494,Hagerstown,US,39.6418,-77.72,55,54,90,9.22,overcast clouds
495,Sunrise Manor,US,36.2111,-115.0731,71.01,19,1,6.91,clear sky
496,Bathsheba,BB,13.2167,-59.5167,86,54,75,19.57,broken clouds
497,Inirida,CO,3.8653,-67.9239,87.03,64,93,1.59,overcast clouds
498,Alihe,CN,50.5667,123.7167,28.4,89,5,2.37,clear sky
499,Vredendal,ZA,-31.6683,18.5012,83.35,18,0,9.91,clear sky
500,Zlobin,HR,45.2924,14.6541,50,53,20,13.8,few clouds
501,Dandong,CN,40.1292,124.3947,40.06,74,0,5.91,clear sky
502,Sylacauga,US,33.1732,-86.2516,71.01,46,90,8.05,overcast clouds
503,Yumen,CN,40.2833,97.2,51.85,15,91,6.22,overcast clouds
504,Arawa,PG,-6.2132,155.5367,76.57,88,89,2.93,overcast clouds
505,Dudinka,RU,69.4058,86.1778,-25.33,100,100,3.02,overcast clouds
506,Yol,IN,32.1667,76.2,62.4,70,100,7.83,overcast clouds
507,Baykit,RU,61.67,96.37,5.95,99,100,1.97,overcast clouds
508,Ironton,US,38.5368,-82.6829,60.01,82,90,5.75,light rain
509,Kayerkan,RU,69.3497,87.7602,-23.76,99,53,2.93,broken clouds
510,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.8,73,40,13.8,scattered clouds
511,Smidovich,RU,48.6,133.8167,34.66,90,27,2.37,scattered clouds
512,Pizarro,CO,4.9533,-77.366,82.35,70,100,6.38,overcast clouds
513,Ixtapa,MX,20.7,-105.2,82.4,54,1,8.05,clear sky
514,Moron,AR,-34.6534,-58.6198,80.01,50,0,9.22,clear sky
515,Boende,CD,-0.2167,20.8667,76.21,83,99,1.95,overcast clouds
516,Westport,US,41.1415,-73.3579,55.4,44,90,11.5,overcast clouds
517,Aras,ES,42.5617,-2.356,46.4,53,20,9.22,few clouds
518,Ossora,RU,59.2353,163.0719,10.44,86,4,6.67,clear sky
519,Boca Do Acre,BR,-8.7522,-67.3978,81.07,90,100,2.98,overcast clouds
520,Hambantota,LK,6.1241,81.1185,78.8,100,40,4.61,scattered clouds
521,Puerto Baquerizo Moreno,EC,-0.9,-89.6,84.2,79,40,4.61,light rain
522,Birobidzhan,RU,48.8,132.95,35.94,90,23,1.25,few clouds
523,Bend,US,44.0582,-121.3153,64.4,16,1,7.05,clear sky
524,Acari,PE,-15.4311,-74.6158,80.87,55,0,10.42,clear sky
525,Phangnga,TH,8.4509,98.5298,82.4,78,20,4.61,light rain
526,Naze,JP,28.3667,129.4833,59.85,54,65,18.43,broken clouds
527,Worland,US,44.0169,-107.9554,48.99,46,1,12.66,clear sky
528,Lovozero,RU,68.005,35.0117,32.13,98,100,5.26,overcast clouds
529,Raipur,IN,21.2333,81.6333,84.2,65,20,9.22,haze
530,Tashla,RU,51.7716,52.7427,56.1,65,6,7.45,clear sky
531,Bandarbeyla,SO,9.4942,50.8122,81.27,74,5,11.86,clear sky
532,Arlit,NE,18.7369,7.3853,92.66,4,100,9.37,overcast clouds
533,Auki,SB,-8.7676,160.7034,76.98,87,100,2.68,overcast clouds
534,Malente,DE,54.1712,10.5552,46.99,61,75,7.43,broken clouds
535,Zabaykalsk,RU,49.6333,117.3167,37.2,50,0,5.57,clear sky
536,Fort-Shevchenko,KZ,44.5086,50.263,57.96,49,50,2.89,scattered clouds
537,Carutapera,BR,-1.195,-46.02,83.01,73,77,8.21,moderate rain
538,Pacifica,US,37.6138,-122.4869,63,63,20,19.57,few clouds
539,Vestmannaeyjar,IS,63.4427,-20.2734,42.8,93,90,9.22,overcast clouds
540,Asmara,ER,15.3333,38.9333,58.71,63,100,8.66,overcast clouds
541,Hobyo,SO,5.3505,48.5268,83.62,67,9,16.33,clear sky
542,Komagane,JP,35.7296,137.9396,46,81,83,8.99,light rain
543,Copiapo,CL,-27.3667,-70.3333,66.2,63,0,12.66,clear sky
544,Zatoka,UA,46.0725,30.4654,44.6,93,100,4.47,overcast clouds
545,Piterka,RU,50.6803,47.4454,54.03,78,100,8.05,overcast clouds
546,Chambishi,ZM,-12.6325,28.0537,62.51,69,100,8.88,overcast clouds
547,Podyuga,RU,61.095,40.8647,38.86,79,9,4.59,clear sky
548,Port Said,EG,31.2565,32.2841,67.55,78,7,10.8,clear sky
549,Nishihara,JP,26.1842,127.7558,66.2,68,40,10.36,scattered clouds
550,Kemijarvi,FI,66.7131,27.4306,36.55,91,88,1.32,overcast clouds
551,Lengshuitan,CN,26.4111,111.5956,62.64,93,100,3.69,overcast clouds
552,Akhalgori,GE,42.126,44.4833,60.8,63,0,4.61,clear sky
553,Aksarka,RU,66.5606,67.7975,-11.85,99,53,4.61,broken clouds
554,Karpathos,GR,35.507,27.2132,66.2,77,100,18.41,overcast clouds
555,Okhotsk,RU,59.3833,143.3,23.45,95,100,8.59,overcast clouds
556,Ageyevo,RU,54.1588,36.4693,48.2,81,100,2.24,moderate rain
557,Inta,RU,66.0317,60.1659,12.15,86,19,11.74,few clouds
558,Klaksvik,FO,62.2266,-6.589,46.4,76,100,20.71,overcast clouds
559,Saint Anthony,US,45.0205,-93.218,59,30,40,5.75,scattered clouds
560,Sibolga,ID,1.7427,98.7792,75.49,86,89,2.68,overcast clouds
561,Shar,KZ,49.5886,81.0453,43.11,77,0,2.95,clear sky
562,Manjeshwar,IN,12.7194,74.8861,84.2,79,20,3.74,few clouds
563,Mae Hong Son,TH,19.3003,97.9685,70.39,96,13,1.21,few clouds
564,Sivaki,RU,52.6333,126.75,33.51,65,3,8.1,clear sky
565,Kushmurun,KZ,52.4503,64.6311,50.13,73,7,4.85,clear sky
566,San Rafael,AR,-34.6177,-68.3301,75.25,46,100,6.38,overcast clouds
567,San Juan,AR,-31.5375,-68.5364,84.2,34,3,8.63,clear sky
568,Bima,ID,-8.4667,118.7167,74.61,94,55,3.56,broken clouds
569,Araripina,BR,-7.5761,-40.4983,76.64,80,100,6.24,overcast clouds
570,Marystown,CA,47.1666,-55.1483,42.64,69,100,19.39,overcast clouds
571,Gdov,RU,58.7406,27.8122,45.45,65,34,11.52,scattered clouds
572,Midlothian,US,32.4824,-96.9945,60.01,58,40,11.5,scattered clouds
573,Hanyang,CN,32.1371,105.5126,54.59,96,100,2.48,overcast clouds
574,Harnosand,SE,62.6323,17.9379,41,70,16,3.44,few clouds
575,Dorchester,US,33.1002,-80.3831,75.2,33,1,5.41,clear sky
576,Baruun-Urt,MN,46.6806,113.2792,42.87,24,0,12.24,clear sky
577,Kargil,IN,34.5667,76.1,33.42,73,100,6.64,overcast clouds
578,Dongying,CN,37.4564,118.4856,49.84,21,0,7.27,clear sky
579,Tateyama,JP,34.9833,139.8667,62.01,73,100,7,overcast clouds
580,Eyl,SO,7.9803,49.8164,81.54,73,16,13.8,few clouds
581,Cervo,ES,43.6702,-7.4101,52,72,0,3,clear sky
582,Okoneshnikovo,RU,54.8377,75.0834,37.02,65,99,8.34,overcast clouds
583,Hervey Bay,AU,-25.2986,152.8535,64,85,6,3,clear sky
584,Karratha,AU,-20.7377,116.8463,80.83,54,0,6.24,clear sky
585,Ilebo,CD,-4.3167,20.5833,71.53,98,88,2.37,moderate rain
586,Tsalka,GE,41.5946,44.0891,47.23,87,57,4.12,broken clouds
587,Bocana De Paiwas,NI,12.7857,-85.1227,96.3,32,100,10.58,overcast clouds
588,Vanimo,PG,-2.6741,141.3028,76.1,88,100,4.92,moderate rain
589,Galesburg,US,40.9478,-90.3712,57.2,44,90,11.5,overcast clouds
590,Cleethorpes,GB,53.5605,-0.0323,46,65,100,9.22,overcast clouds
591,Diffa,NE,13.3154,12.6113,90.73,6,28,6.91,scattered clouds
592,Bull Savanna,JM,17.8868,-77.5902,84.34,61,0,18.7,clear sky
593,Nambucca Heads,AU,-30.65,153,59,77,75,12.66,broken clouds
594,Batemans Bay,AU,-35.7167,150.1833,53.01,87,12,1.99,few clouds
595,Saint-Paul,RE,-21.0096,55.2707,75.2,88,90,5.75,light rain
596,Tucuman,AR,-26.8241,-65.2226,78.8,69,75,4.61,broken clouds
597,Sarahan,IN,31.5167,77.8,45.01,80,100,5.44,overcast clouds
598,Starotitarovskaya,RU,45.2136,37.1439,48.2,76,62,2.24,broken clouds
599,Ormara,PK,25.2088,64.6357,80.29,79,21,8.61,few clouds
600,Rio Branco,BR,-9.9747,-67.81,87.8,66,75,6.91,broken clouds
601,Tefe,BR,-3.3542,-64.7114,87.8,70,40,6.91,scattered clouds
602,Kathu,TH,7.9178,98.3332,87.01,78,20,4.61,few clouds
603,Maragogi,BR,-9.0122,-35.2225,79.83,80,33,6.71,scattered clouds
604,Batagay-Alyta,RU,67.8006,130.4114,10.15,92,100,5.21,overcast clouds
605,Robertsport,LR,6.7533,-11.3686,80.28,77,100,2.24,overcast clouds
606,Anadyr,RU,64.75,177.4833,32,100,75,24.61,"light snow', 'mist"
607,Sambava,MG,-14.2667,50.1667,78.04,83,100,1.25,light rain
608,Pytalovo,RU,57.0679,27.9138,50.14,74,83,8.75,broken clouds
609,Adrar,MR,20.5022,-10.0711,81.82,17,0,9.46,clear sky
610,Grass Valley,US,39.2191,-121.0611,72,13,1,12.66,clear sky
611,Bambous Virieux,MU,-20.3428,57.7575,78.01,94,75,5.17,broken clouds
612,Uzhur,RU,55.3036,89.8339,22.35,80,77,5.14,broken clouds
613,Pula,HR,44.8683,13.8481,48.2,57,20,4.61,few clouds
614,Puro,PH,12.4841,123.3827,80.04,75,100,18.66,overcast clouds
615,Chokwe,MZ,-24.5333,32.9833,62.35,69,8,4.36,clear sky
616,Buluang,PH,13.3068,123.3425,76.39,85,100,9.89,overcast clouds
617,Teya,RU,60.3778,92.6267,17.73,89,100,8.14,overcast clouds
618,Otradnoye,RU,59.7775,30.8181,50,29,0,11.18,clear sky
619,San Roque,ES,36.2107,-5.3842,68,64,20,8.05,few clouds
620,Araouane,ML,18.9048,-3.5265,90.18,13,94,6.38,overcast clouds
621,Yichang,CN,30.7144,111.2847,60.64,58,100,0.65,moderate rain
622,Derzhavinsk,KZ,51.1,66.3167,49.33,78,11,6.93,few clouds
623,Temiscaming,CA,46.7212,-79.0971,51.8,54,99,4.61,overcast clouds
624,Marrakesh,MA,31.6315,-8.0083,77,31,20,4.61,few clouds
625,Cecava,BA,44.6867,17.7706,46.4,66,40,4.61,scattered clouds
626,Naron,ES,43.5167,-8.1528,59,55,0,4.61,clear sky
627,Hokitika,NZ,-42.7167,170.9667,51.49,81,100,1.34,overcast clouds
628,Kirakira,SB,-10.4544,161.9205,80.04,78,85,6.76,overcast clouds
629,Darhan,MN,49.4867,105.9228,48.83,33,100,6.02,overcast clouds
630,Acajutla,SV,13.5928,-89.8275,91.4,46,40,7.9,scattered clouds
631,Shelbyville,US,35.4834,-86.4603,63,51,75,9.22,broken clouds
632,Kununurra,AU,-15.7667,128.7333,75.2,50,28,6.91,scattered clouds
633,Issoire,FR,45.55,3.25,50,46,75,11.5,broken clouds
634,Padre Bernardo,BR,-15.35,-48.5,84.7,40,46,2.1,scattered clouds
635,Arman,RU,59.7,150.1667,20.71,94,100,5.75,overcast clouds
636,Katherine,AU,-14.4667,132.2667,66.2,59,76,9.22,broken clouds
637,Charagua,BO,-19.8,-63.2167,76.06,77,51,2.35,broken clouds
638,Saint-Felicien,CA,48.6501,-72.4491,46.4,53,75,9.22,broken clouds
639,Tiznit,MA,29.5833,-9.5,63.72,64,0,5.57,clear sky
640,Jumla,NP,29.2747,82.1838,42.22,90,82,5.39,broken clouds
641,Nchelenge,ZM,-9.3451,28.734,69.03,84,20,6.4,light rain
642,Joensuu,FI,62.6012,29.7632,37.99,64,0,3.44,clear sky
643,Mantua,IT,45.1667,10.7833,51.01,50,0,3.44,clear sky
644,Great Falls,US,47.5002,-111.3008,61,21,1,5.75,clear sky
645,Coari,BR,-4.085,-63.1414,75.99,96,100,1.74,overcast clouds
646,Buchanan,LR,5.8808,-10.0467,80.6,83,75,4.61,moderate rain
647,Henties Bay,NA,-22.116,14.2845,78.01,48,98,1.99,overcast clouds
648,Pangody,RU,65.85,74.4859,-11.9,100,63,6.78,broken clouds
649,Maumere,ID,-8.6199,122.2111,79.12,78,59,6.53,broken clouds
650,Clyde River,CA,70.4692,-68.5914,10.4,85,1,10.36,clear sky
651,Rock Sound,BS,24.9,-76.2,77.41,73,2,12.24,clear sky
652,Portobelo,PA,9.55,-79.65,81,85,100,23,overcast clouds
653,Hirara,JP,24.8,125.2833,69.64,62,1,28.3,clear sky
654,Vilcun,CL,-38.65,-72.2333,69.8,40,0,3.44,clear sky
655,Reconquista,AR,-29.15,-59.65,82.4,53,71,6.85,broken clouds
656,Srivardhan,IN,18.0333,73.0167,81.19,73,0,8.46,clear sky
657,Manica,FR,49,-1.1667,46.4,53,0,6.91,clear sky
658,Paita,PE,-5.0892,-81.1144,84.2,51,0,14.97,clear sky
659,Ajaccio,FR,42,8.9167,50,100,90,4.61,overcast clouds
660,Houma,US,29.5958,-90.7195,63,100,90,9.22,light rain
661,Wencheng,CN,33.0559,113.7978,49.01,54,37,5.01,scattered clouds
662,Nhulunbuy,AU,-12.2333,136.7667,80.6,74,98,10.36,overcast clouds
663,Zyryanka,RU,65.75,150.85,26.38,71,100,20.92,overcast clouds
664,Pecos,US,31.4229,-103.4932,55.4,38,40,10.36,scattered clouds
665,Necochea,AR,-38.5473,-58.7368,78.01,65,93,5.01,overcast clouds
666,Orangeburg,US,33.4918,-80.8557,75.2,33,1,10.36,clear sky
667,Boddam,GB,57.4667,-1.7833,45,81,11,11.5,few clouds
668,Gao,ML,16.6362,1.637,90.79,9,87,4.09,overcast clouds
669,Kaitangata,NZ,-46.2817,169.8464,48.99,75,100,1.01,overcast clouds
670,Smithers,CA,54.7804,-127.1743,51.8,50,20,1.63,few clouds
671,Fredericton,CA,45.9454,-66.6656,39.2,87,90,17.27,overcast clouds
672,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,84.99,55,90,3,overcast clouds
673,Blantyre,MW,-15.785,35.0085,59.5,96,100,9.6,light rain
674,Haines Junction,CA,60.7522,-137.5108,50,32,12,5.75,few clouds
675,Orzhytsya,UA,49.7918,32.7012,42.91,88,100,3.44,overcast clouds
676,Canutama,BR,-6.5339,-64.3831,84.96,71,100,3.06,overcast clouds
677,Kodinsk,RU,58.6881,99.1844,11.28,93,100,2.68,overcast clouds
678,Kungurtug,RU,50.5994,97.5228,33.82,84,100,4.07,overcast clouds
679,Semey,KZ,50.4111,80.2275,42.19,71,0,4.41,clear sky
680,Lazarev,RU,52.225,141.5131,32.67,98,100,8.39,overcast clouds
681,Skovorodino,RU,53.9833,123.9167,26.24,95,100,3.24,overcast clouds
682,Yining,CN,29.0361,114.5636,59.65,76,100,3.33,overcast clouds
683,Woodward,US,36.4337,-99.3904,50,57,90,12.66,overcast clouds
684,Tazovskiy,RU,67.4667,78.7,-16.08,100,100,5.64,overcast clouds
685,Muriwai Beach,NZ,-36.8167,174.45,52,92,69,10.63,broken clouds
686,Puri,IN,19.8,85.85,80.6,89,20,5.75,haze
687,Khislavichi,RU,54.1871,32.1582,50.23,86,99,14.27,overcast clouds
688,Santa Rosa,PH,14.3122,121.1114,82.4,74,75,3.44,broken clouds
689,Rauma,FI,61.1272,21.5113,53.6,28,0,4.61,clear sky
690,Qandala,SO,11.472,49.8728,82.83,63,0,7.54,clear sky
691,Tayu,ID,-6.5397,111.0518,77.7,83,100,2.53,overcast clouds
692,Mount Isa,AU,-20.7333,139.5,68,30,0,13.8,clear sky
693,Takhatpur,IN,22.15,81.8667,81.7,23,1,4.56,clear sky
694,Williams Lake,CA,52.1415,-122.1445,68,36,1,3.44,clear sky
695,Bataipora,BR,-22.2953,-53.2711,84.85,45,58,3.65,broken clouds
696,Providencia,MX,28.7167,-111.5833,84,21,0,8.99,clear sky
